id_artista,nombre,genero_musical,pais,cache_eur,email_manager,telefono
ART-0145,Géminis,Indie,Perú,133985,geminis@yahoo.es,+34678101741
ART-0052,Alma Libre,Electrónica,República Dominicana,243.062,alma.libre@yahoo.es,650885459
ART-0013,Alma Negra,Techno,Italia,267161,alma.negra@hotmail.com,+34600076758
ART-0030,Impulso,Cumbia,Italia,139403,impulso@yahoo.es,+34605917225
ART-0144,Fulgor,Flamenco,Perú,36483,fulgor@musica.es,
ART-0220,Tercer Acto,Rock,México,137951,tercer.acto@yahoo.es,681363974999
ART-0184,Tundra,Flamenco,Venezuela,83.806,tundra@outlook.com,0034612007214
ART-0222,Amanecer,Reggaetón,México,293590,,659421007
ART-0011,La Máquina,Indie,Francia,246392,la.maquina@musica.es,+34635812670
ART-0119,Galaxia,Salsa,España,5.03,galaxia@hotmail.com,
ART-0058,Oasis Sonoro,Cumbia,Perú,7633,oasis.sonoro@outlook.com,687302916
ART-0210,Urano,Pop,Cuba,247148,urano@yahoo.es,629698906
ART-0006,The Electric Sheep,Hip Hop,Reino Unido,192277,the.electric.sheep@yahoo.es,0034697861742
ART-0135,Watt,Metal,Reino Unido,23.907,watt@management.com,0034660254091
ART-0072,Radio Pirata,Techno,Colombia,38439,,+34693916665
ART-0003,Dj Voltaje,Folk,Portugal,146852,dj.voltaje@gmail.com,+34628898923
ART-0149,Kaleidoscopio,Ska,Francia,178752,kaleidoscopio@outlook.com,+34610593403
ART-0068,Amanecer,Reggaetón,México,293590,amanecer@musica.es,659421007
ART-0122,Jardín Secreto,Jazz,Colombia,242223,jardin.secreto@yahoo.es,+34610555833
ART-0035,Melodía Errante,R&B,Brasil,57673,melodia.errante@gmail.com,0034640962024
ART-0083,Lux,Flamenco,Reino Unido,181944,lux@musica.es,0034651401477
ART-0066,Ráfaga,Flamenco,Chile,67206,rafaga@outlook.com,606895666
ART-0031,Brisa Marina,Jazz,Cuba,69587,brisa.marina@yahoo.es,692747083
ART-0096,Dharma,Reggaetón,Colombia,283.805,dharma@yahoo.es,664672520
ART-0029,Frecuencia Zero,Ska,Colombia,139.656,,0034646020613
ART-0005,Luna Roja,Flamenco,Chile,190600,luna.roja@management.com,+34613556182
ART-0025,Aurora Boreal,Ska,Portugal,130087,aurora.boreal@gmail.com,0034634999379
ART-0094,Alquimia,Techno,Venezuela,151048,alquimia@hotmail.com,690968005
ART-0173,Iridiscente,Electrónica,Brasil,175.609,iridiscente@musica.es,+34621810655
ART-0046,Horizonte,Salsa,República Dominicana,265649,horizonte@musica.es,685585469
ART-0124,Lava,Metal,República Dominicana,78432,lava@hotmail.com,
ART-0125,Mosaico,R&B,Portugal,236355,mosaico@musica.es,
ART-0208,Salamandra,Techno,Venezuela,175569,salamandra@gmail.com,0034632560305
ART-0016,Cristal Roto,Metal,Chile,210186,cristal.roto@management.com,602823170999
ART-0212,Willow,Folk,Estados Unidos,177980,willow@outlook.com,647268285
ART-0087,Los Vagabundos,Techno,Italia,280771,los.vagabundos@yahoo.es,684712997
ART-0065,Trópico,Salsa,Chile,53704,tropico@yahoo.es,+34606109013
ART-0228,Alma Negra,Techno,Italia,267161,tieneespacios@correo.com,+34600076758
ART-0229,Viento Sur,Pop,Perú,136451,viento.sur@musica.es,+34632394260
ART-0053,Corriente Alterna,R&B,República Dominicana,222021,corriente.alterna@gmail.com,687260863
ART-0009,Noche Azul,Electrónica,Chile,74206,noche.azul@musica.es,0034648586340
ART-0086,Vórtice,Metal,Colombia,215946,vortice@hotmail.com,+34610779739
ART-0206,Quirón,Flamenco,Colombia,204643,quiron@hotmail.com,0034697252113
ART-0156,Rugido,Reggaetón,México,72160,rugido@outlook.com,+34642894344
ART-0213,Los Olvidados,Ska,Estados Unidos,70369,los.olvidados@musica.es,+34613009833
ART-0148,Jungla Urbana,Hip Hop,España,101193,jungla.urbana@gmail.com,
ART-0219,El Circo Eléctrico,Flamenco,República Dominicana,239043,,619997018
ART-0151,Meridiano,Metal,Reino Unido,185311,meridiano@management.com,607698469
ART-0167,Crepúsculo,Electrónica,México,27531,crepusculo@outlook.com,+34643947691
ART-0209,Titán,Indie,Venezuela,126.478,titan@yahoo.es,
ART-0073,Los Invisibles,Hip Hop,Estados Unidos,284.105,los.invisibles@gmail.com,0034612257687
ART-0015,El Último Vals,R&B,Colombia,68314,el.ultimo.vals@musica.es,0034697969689
ART-0123,Kilómetro Cero,Techno,Chile,179002,kilometro.cero@hotmail.com,+34646892354
ART-0211,Vestigio,Rock,Chile,291094,vestigio@musica.es,0034676475853
ART-0138,Zenit,Techno,Perú,291739,zenit@management.com,660306604999
ART-0157,Solsticio,Metal,México,289356,solsticio@yahoo.es,626975128
ART-0095,Ventisca,Cumbia,México,21668,ventisca@outlook.com,655767881
ART-0120,Helio,Metal,Francia,93114,helio@musica.es,+34658548403
ART-0074,Magma,Cumbia,República Dominicana,11876,magma@management.com,637333543
ART-0187,Wisteria,Folk,Venezuela,71359,wisteria@outlook.com,634529507
ART-0192,Cáctus,Salsa,Argentina,115886,cactus@outlook.com,663193474999
ART-0133,Ultramar,Hip Hop,Colombia,113.298,ultramar@outlook.com,668140959999
ART-0090,Altavoz,Electrónica,México,201563,altavoz@hotmail.com,661682508
ART-0128,Penumbra,Folk,Venezuela,99691,penumbra@outlook.com,646095437
ART-0154,Pólvora,Folk,Cuba,41.31,polvora@musica.es,603478029
ART-0041,Nómada,Hip Hop,Argentina,226385,nomada@musica.es,663509974
ART-0205,Prisma,Indie,Colombia,283029,prisma@hotmail.com,655902739999
ART-0169,Equinoccio,Reggaetón,Argentina,186.018,,
ART-0217,El Eco,Electrónica,Colombia,122247,el.eco@hotmail.com,+34655804273
ART-0136,Xenón,Flamenco,Argentina,163250,xenon@outlook.com,
ART-0042,Reverso,Cumbia,México,149785,reverso@management.com,626726767
ART-0110,Obsidiana,Techno,Italia,290.058,obsidiana@hotmail.com,655833185
ART-0162,Xilófono,Hip Hop,Argentina,289799,xilofono@management.com,677933054
ART-0200,Kometa,Jazz,Colombia,145519,kometa@management.com,0034602099943
ART-0232,Los Eternos,Salsa,Italia,212978,los.eternos@outlook.com,+34611267237
ART-0056,Clave De Sol,Salsa,España,164555,clave.de.sol@outlook.com,0034684187049
ART-0104,Rayo,Pop,República Dominicana,291564,rayo@hotmail.com,+34679991301
ART-0057,Delirio,Pop,Brasil,159116,delirio@musica.es,609255216999
ART-0107,Topacio,Folk,Estados Unidos,117.155,topacio@gmail.com,+34604180968
ART-0103,Jade,Indie,Chile,100514,jade@outlook.com,0034616901217
ART-0049,Fusión Latina,Reggaetón,República Dominicana,221276,fusion.latina@musica.es,+34640079111
ART-0080,Andén Cero,Pop,Italia,81725,anden.cero@management.com,
ART-0131,Sístole,Jazz,México,75149,sistole@yahoo.es,641551377999
ART-0051,Los Eternos,Jazz,Italia,212978,los.eternos@outlook.com,+34611267237
ART-0001,Los Rebeldes,Cumbia,México,14112,los.rebeldes@hotmail.com,+34679254563
ART-0152,Nebulosa,Cumbia,Italia,213971,nebulosa@management.com,+34658810561
ART-0018,Los Olvidados,Reggaetón,Estados Unidos,70369,los.olvidados@musica.es,+34613009833
ART-0216,Grieta,Electrónica,Colombia,202.109,,+34655692629
ART-0198,Iris,Jazz,Venezuela,201529,iris@outlook.com,+34672109613
ART-0215,Vórtice,Metal,Colombia,215946,vortice@hotmail.com,+34610779739
ART-0225,Órbita,Indie,Cuba,216364,,687512508
ART-0077,Neón,Techno,Estados Unidos,1603,neon@musica.es,
ART-0185,Utopía,Flamenco,Brasil,20555,utopia@hotmail.com,666489301
ART-0081,Grieta,Flamenco,Colombia,202.109,grieta@musica.es,+34655692629
ART-0168,Diáspora,Reggaetón,Cuba,84541,diaspora@musica.es,
ART-0032,Código Rojo,Flamenco,España,194575,codigo.rojo@hotmail.com,+34605354599
ART-0121,Incandescente,Folk,Venezuela,41822,incandescente@musica.es,+34654362516
ART-0033,Tierra Firme,Reggaetón,Italia,131825,tierra.firme@yahoo.es,631774346
ART-0047,Latido,R&B,Cuba,274.311,latido@hotmail.com,672498004
ART-0010,Ritmo Salvaje,Electrónica,Estados Unidos,259744,,680048665
ART-0101,Los Descalzos,Folk,Perú,284216,los.descalzos@management.com,+34637546086
ART-0062,Nova Express,Folk,Estados Unidos,126998,nova.express@management.com,0034692850100
ART-0039,Bajo Presión,Cumbia,República Dominicana,66339,bajo.presion@yahoo.es,0034617084279
ART-0108,Granito,Folk,República Dominicana,211563,granito@gmail.com,619909029
ART-0071,El Circo Eléctrico,Metal,República Dominicana,239043,,619997018
ART-0214,Ecos Del Sur,Techno,Perú,211325,ecos.del.sur@hotmail.com,
ART-0043,La Tribu,Rock,España,129368,la.tribu@musica.es,+34626096655
ART-0017,Fuego Lento,Reggaetón,Portugal,116457,,
ART-0038,Callejón Sin Salida,Pop,Francia,100656,callejon.sin.salida@management.com,+34644318698
ART-0127,Oropel,Jazz,República Dominicana,151511,,+34699176303
ART-0137,Yesca,R&B,Chile,201211,yesca@outlook.com,
ART-0078,Polvo De Estrella,R&B,España,107723,polvo.de.estrella@hotmail.com,
ART-0181,Quintaesencia,Techno,Perú,77795,quintaesencia@yahoo.es,0034664300930
ART-0224,Código Rojo,Techno,España,194575,codigo.rojo@hotmail.com,+34605354599
ART-0141,Centella,R&B,Brasil,246948,centella@gmail.com,697607800999
ART-0179,Ónix,Flamenco,Perú,139601,onix@hotmail.com,639945150
ART-0044,Despertar,Folk,Francia,128918,despertar@management.com,693403697999
ART-0134,Vendaval,Techno,Brasil,277054,,692992167
ART-0063,Los Pioneros,Hip Hop,Italia,194.472,los.pioneros@musica.es,636361787
ART-0182,Rocío,Reggaetón,República Dominicana,283369,rocio@musica.es,+34632542167
ART-0176,Laberinto,Metal,España,252893,laberinto@management.com,676849080
ART-0106,Ébano,Rock,Colombia,140129,,668885632
ART-0075,Estática,Salsa,Francia,258805,estatica@outlook.com,+34644265498
ART-0004,Café Quemado,Pop,México,200191,,650806024
ART-0227,Lux,Flamenco,Reino Unido,181944,lux@musica.es,0034651401477
ART-0204,Oleaje,Cumbia,Italia,224.976,oleaje@gmail.com,620027648
ART-0172,Hipnosis,Jazz,Cuba,178778,hipnosis@yahoo.es,+34606080513
ART-0196,Gaviota,Flamenco,Reino Unido,162569,gaviota@outlook.com,694004067
ART-0091,Espiral,Cumbia,España,244926,espiral@management.com,+34640151803
ART-0164,Zodíaco,Cumbia,Argentina,219411,zodiaco@gmail.com,+34691937914
ART-0007,Sombra Latina,Electrónica,Reino Unido,199943,sombra.latina@management.com,+34630742311
ART-0166,Bermellón,Metal,República Dominicana,182073,bermellon@hotmail.com,0034660343755
ART-0105,Zafiro,Hip Hop,República Dominicana,76858,zafiro@musica.es,+34631934639
ART-0132,Titanio,Indie,Italia,173216,titanio@management.com,+34602446861
ART-0160,Vértigo,Cumbia,Estados Unidos,181624,vertigo@musica.es,607437386
ART-0143,Enigma,Rock,Italia,271205,enigma@management.com,625140847
ART-0115,Brújula,Electrónica,Chile,162996,brujula@yahoo.es,+34699451183
ART-0226,Ecos Del Sur,R&B,Perú,211325,,
ART-0193,Duende,R&B,Italia,115510,duende@management.com,610482769
ART-0023,Silencio Roto,Electrónica,Argentina,156560,silencio.roto@gmail.com,
ART-0034,Sinfonía Urbana,R&B,Cuba,93826,sinfonia.urbana@gmail.com,635810056
ART-0027,Voltio,Folk,Portugal,296170,voltio@gmail.com,0034609233013
ART-0201,Loto,Reggaetón,México,53898,loto@outlook.com,
ART-0230,Los Invisibles,Techno,Estados Unidos,284.105,,0034612257687
ART-0114,Llamarada,Jazz,México,147049,llamarada@outlook.com,+34635896226
ART-0079,Los Satélites,Cumbia,Portugal,126460,los.satelites@yahoo.es,
ART-0002,María Del Mar,Rock,España,50123,maria.del.mar@musica.es,0034656306997
ART-0024,Mala Hierba,Flamenco,Venezuela,279463,mala.hierba@musica.es,654193837
ART-0028,Eclipse Total,Jazz,Chile,83704,eclipse.total@musica.es,689038526
ART-0093,Los Nocturnos,Metal,Chile,12502,los.nocturnos@management.com,
ART-0082,Tempestad,Ska,Cuba,267200,tempestad@gmail.com,
ART-0231,Séptimo Cielo,Metal,Reino Unido,152109,septimo.cielo@outlook.com,+34615558733
ART-0180,Pandora,Metal,Argentina,257378,pandora@yahoo.es,+34650961690
ART-0202,Mármol,Folk,Argentina,283989,marmol@gmail.com,0034643038943
ART-0189,Yacaré,Flamenco,Perú,46475,yacare@gmail.com,
ART-0040,Sonido Ancestral,Indie,Italia,199781,sonido.ancestral@hotmail.com,
ART-0069,Cenizas,Techno,Portugal,225830,cenizas@musica.es,610896797
ART-0188,Xéfiro,Rock,Brasil,177743,xefiro@musica.es,+34654423996
ART-0019,Estrella Polar,Jazz,Francia,216535,estrella.polar@management.com,0034614665841
ART-0183,Sirocco,Cumbia,Venezuela,279418,sirocco@hotmail.com,+34618450513
ART-0064,Espejismo,Hip Hop,Argentina,64258,espejismo@yahoo.es,637111151999
ART-0076,Séptimo Cielo,Metal,Reino Unido,152109,septimo.cielo@outlook.com,+34615558733
ART-0159,Umbral,Indie,Brasil,251958,umbral@outlook.com,
ART-0022,Cumbia Power,Electrónica,Francia,2130,cumbia.power@yahoo.es,
ART-0098,Baobab,Jazz,México,207870,@dominio.com,649858348
ART-0170,Floresta,Pop,Francia,71220,floresta@management.com,0034675405783
ART-0150,Levante,Salsa,República Dominicana,95.611,levante@yahoo.es,657192331
ART-0175,Kryptonita,Jazz,Italia,58464,kryptonita@musica.es,0034677641510
ART-0048,El Eco,Electrónica,Colombia,122247,el.eco@hotmail.com,+34655804273
ART-0111,Los Errantes,Jazz,Francia,164852,los.errantes@yahoo.es,657965485
ART-0097,Karma Sound,Metal,República Dominicana,178584,karma.sound@outlook.com,653339667999
ART-0142,Diapasón,Indie,México,152048,diapason@gmail.com,680092958999
ART-0092,Trueno,Metal,Chile,240513,trueno@hotmail.com,677149951
ART-0059,Tormenta,Salsa,Cuba,283.157,tormenta@outlook.com,611631697
ART-0126,Nadir,Pop,Reino Unido,232844,nadir@yahoo.es,+34605047559
ART-0116,Cascabel,Pop,Brasil,279.125,cascabel@outlook.com,676181117
ART-0070,Cascada,Reggaetón,Colombia,290.402,,694886005
ART-0163,Yunque,Electrónica,Italia,178009,yunque@musica.es,677412924
ART-0008,Ecos Del Sur,R&B,Perú,211325,ecos.del.sur@hotmail.com,
ART-0084,Órbita,Techno,Cuba,216364,,687512508
ART-0199,Jacinto,Flamenco,Colombia,117753,jacinto@gmail.com,
ART-0102,Terracota,Metal,Perú,114911,terracota@hotmail.com,+34648140388
ART-0153,Opalo,Electrónica,México,124729,opalo@yahoo.es,+34649790013
ART-0158,Tótem,Reggaetón,Cuba,260009,@dominio.com,608824561
ART-0197,Helecho,Flamenco,España,37185,helecho@outlook.com,+34697883579
ART-0155,Quimera,Folk,Estados Unidos,203892,quimera@gmail.com,
ART-0088,Crisálida,Reggaetón,Brasil,48384,crisalida@gmail.com,+34603885234
ART-0020,Dani Flow,Reggaetón,Argentina,282168,dani.flow@outlook.com,673863413
ART-0060,Acorde Final,Ska,Reino Unido,128854,acorde.final@musica.es,
ART-0112,Brisas Del Norte,Metal,Brasil,196374,brisas.del.norte@musica.es,+34656765623
ART-0026,Los Caminantes,Cumbia,Brasil,165.722,los.caminantes@outlook.com,+34609736572
ART-0014,Vibra Tropical,Folk,España,59650,vibra.tropical@yahoo.es,609289546999
ART-0089,Marejada,Jazz,Cuba,30422,marejada@yahoo.es,624166826
ART-0191,Los Bohemios,Folk,Chile,84737,los.bohemios@musica.es,+34639599276
ART-0129,Quarzo,Flamenco,Italia,91470,,+34654864099
ART-0021,Raíces,Rock,Italia,284423,raices@gmail.com,+34653826716
ART-0186,Vulcano,Ska,Brasil,152.764,vulcano@gmail.com,672920556999
ART-0177,Magnolia,Reggaetón,España,232231,magnolia@hotmail.com,+34663297813
ART-0203,Neptuno,Hip Hop,Venezuela,76109,neptuno@musica.es,698678498
ART-0036,Los Indomables,Reggaetón,España,102255,los.indomables@yahoo.es,+34671969657
ART-0190,Zarzamora,Indie,Argentina,235218,zarzamora@yahoo.es,608338186
ART-0194,Efímero,Rock,República Dominicana,288.125,efimero@hotmail.com,0034615601471
ART-0099,Selva,Cumbia,Argentina,248189,@dominio.com,694096984
ART-0085,Resaca,Folk,España,67189,resaca@musica.es,+34661327848
ART-0139,Los Alquimistas,Electrónica,República Dominicana,230361,,0034650192261
ART-0174,Jazmín,Salsa,Brasil,157884,jazmin@musica.es,+34602232974
ART-0100,Mantra,Cumbia,Francia,62171,mantra@gmail.com,+34618208520
ART-0218,Los Satélites,Cumbia,Portugal,126460,@dominio.com,
